Org Code,Action,Register Number,Award Number,Institution,City,State,Zip Code,Principal Investigator,Total Funding Planned,Total Funding to Date,Project Start Date,Project End Date,Most Recent Award Date,Title,Award Type,Program Manager,Institution Type
SC-22.11,Renewal,ER15069,DE-FG02-00ER15069,AUBURN UNIVERSITY                                 ,Auburn University,AL,36849-5112,"Robicheaux, Francis",270000,180000,2/1/12,1/31/15,1/31/12,Coherent and Incoheren Transitions,Grant,"Krause, Jeffrey",Educational
SC-22.11,Renewal,ER15087,DE-FG02-00ER15087,MASSACHUSETTS INST. OF TECH.                      ,Cambridge,MA,02139-4307,"Nelson, Keith",620000,420000,7/1/11,6/30/14,7/15/11,Nonlinear Materials Spectroscopies Probed by Ultrafast X-Rays,Grant,"Krause, Jeffrey",Educational
SC-22.11,Renewal,ER15095,DE-FG02-00ER15095,CORNELL UNIVERSITY                                ,Ithaca,NY,14850,"Davis, H. Floyd",520000,520000,7/1/10,12/31/13,9/17/10,Bimolecular Dynamics of Combustion Reactions,Grant,"Sisk, Wade",Educational
SC-22.12,Renewal,ER15153,DE-FG02-01ER15153,EMORY UNIVERSITY                                  ,Atlanta,GA,30322,"Heaven, Michael",390000,411350,8/15/10,8/14/13,9/22/10,Spectroscopic Studies of Prototypical Actinide Compounds,Grant,"Wilk, Philip",Educational
SC-22.13,Renewal,ER15161,DE-FG02-01ER15161,ARKANSAS UNIVERSITY OF                           ,Fayetteville,AR,72701,"Henry, Ralph",495000,495000,8/15/10,8/14/13,9/17/10,Protein Targeting to the Chloroplast Thylakoid Membrane: Structure and Function of a Targeting Complex,Grant,"McLean, Barbara",Educational
SC-22.11,Renewal,ER15172,DE-FG02-01ER15172,OHIO STATE UNIVERSITY                             ,Columbus,OH,43210-1063,"Miller, Terry",470000,470000,11/1/10,10/31/13,12/23/10,Detection and Characterization of Free Radicals Relevant to Combustion Processes,Grant,"Sisk, Wade",Educational
SC-22.11,Renewal,ER15176,DE-FG02-01ER15176,UTAH UNIVERSITY OF                               ,Salt Lake City,UT,84112-8930,"Morse, Michael",465000,465000,12/15/10,12/14/13,2/9/11,Spectroscopy of Organometallic Radicals,Grant,"Fiechtner, Gregory",Educational
SC-22.11,Renewal,ER15178,DE-FG02-01ER15178,LOUISIANA STATE UNIVERSITY AND A&M COLLEGE        ,Baton Rouge,LA,70803-0001,"Poliakoff, Erwin",465000,465000,11/1/10,10/31/13,2/1/11,Molecular photoionization studies of nucleobases and correlated systems,Grant,"Krause, Jeffrey",Educational
SC-22.12,Renewal,ER15184,DE-FG02-01ER15184,NORTHWESTERN UNIVERSITY                           ,Evanston,IL,60208-1110,"Kung, Harold ",510000,510000,11/1/10,10/31/13,12/22/10,Molecular Engineering for Selective Catalysis,Grant,"Miranda, Raul",Educational
SC-22.12,Renewal,ER15186,DE-FG02-01ER15186,TEXAS UNIVERSITY OF                              ,Austin,TX,78712-1500,"Sessler, Jonathan",495000,495000,11/1/10,10/31/13,12/10/10,Ion Pair Receptors:  Fundamental Studies and Tests Involving Sulfate Anion and Thorium Cation Extraction,Grant,"Wilk, Philip",Educational
SC-22.11,Renewal,ER15204,DE-FG02-01ER15204,ROCHESTER UNIVERSITY OF                          ,Rochester,NY,14627-0140,"Novotny, Lukas",405000,585255,11/1/10,10/31/13,11/18/10,Antenna-Coupled Light-Matter Interactions,Grant,"Krause, Jeffrey",Educational
SC-22.11,Renewal,ER15213,DE-FG02-01ER15213,GEORGIA STATE UNIV. RES. FOUND. INC.             ,Atlanta,GA,30302-3999,"Stockman, Mark",300000,300000,11/1/10,10/31/13,12/21/10,Femtosecond and Attosecond Laser-Pulse Energy Transformation and Concentration in Nanostructured Systems,Grant,"Krause, Jeffrey",Educational
SC-22.11,Renewal,ER15228,DE-FG02-01ER15228,MICHIGAN STATE UNIVERSITY                         ,East Lansing,MI,48824-1046,"Piecuch, Piotr",518000,518000,6/1/10,5/31/13,9/18/10,New Single-and Multi-Reference Coupled-Cluster Methods for High Accuracy Calculations of Ground and Excited States,Grant,"Pederson, Mark",Educational
SC-22.12,Renewal,ER15254,DE-FG02-01ER15254,CHICAGO UNIVERSITY OF                            ,Chicago,IL,60637,"Richter, Frank",600253,393889,8/1/11,7/31/14,7/28/11,Isotope Fractionation by Diffusion in Liquids,Grant,"Woodward, Nicholas",Educational
SC-22.13,Renewal,ER15256,DE-FG02-01ER15256,RUTGERS - STATE UNIV OF NJ NEW BRUNSWICK         ,New Brunswick,NJ,8901,"Galoppini, Elena",540000,180000,1/15/12,1/14/15,3/6/12,Model Dyes for Study of Electron Transfer Processes at Metal Oxide Semiconductor Interfaces,Grant,"Spitler, Mark",Educational
SC-22.12,Renewal,ER15264,DE-FG02-01ER15264,COLUMBIA UNIVERSITY                               ,New York,NY,10027-7922,"Nuckolls, Colin",510000,510000,2/1/11,1/31/14,3/8/11,Catalytic Growth of Molecular-Scale Wiring,Grant,"Maupin, Paul",Educational
SC-22.13,Renewal,ER15282,DE-FG02-01ER15282,MICHIGAN STATE UNIVERSITY                         ,East Lansing,MI,48824-1046,"McCusker, James",570000,190000,8/15/12,8/14/15,8/23/12,First-Row Transition Metal-Based Chromophores for Dye-Sensitized Solar Cells:  Fundamental Issues and Applications,Grant,"Spitler, Mark",Educational
SC-22.11,Renewal,ER15283,DE-FG02-02ER15283,TENNESSEE UNIVERSITY OF KNOXVILLE                ,Knoxville,TN,37996-1529,"Macek, Joseph",375000,250000,3/1/11,2/28/14,2/15/11,Theory of  Atomic Collisions and Dynamics,Grant,"Krause, Jeffrey",Educational
SC-22.12,Renewal,ER15287,DE-FG02-02ER15287,NEW YORK CITY U. OF HUNTER C.                    ,New York,NY,10021,"Alexandratos, Spiro",435000,290000,11/1/11,10/31/14,12/28/11,Polymer-Supported Complexants:  Metal Ion Selectivity and the Variables of Rational Design,Grant,"Wilk, Philip",Educational
SC-22.13,Renewal,ER15295,DE-FG02-02ER15295,CALIFORNIA UNIV. OF RIVERSIDE                    ,Riverside,CA,92521-0217,"Raikhel, Natasha",555000,370000,7/15/11,7/14/14,8/23/11,Trafficking to the Vacuoles in Plants,Grant,"Stack, Robert",Educational
SC-22.13,Renewal,ER15296,DE-FG02-02ER15296,ILLINOIS UNIV. OF URBANA-CHAMPAIGN               ,Urbana,IL,61801,"Metcalf, William",555000,370000,6/1/11,6/30/14,9/15/11,Energy Conservation During Methanogenesis in Methanosarcina Species,Grant,"Stack, Robert",Educational
SC-22.11,Renewal,ER15306,DE-FG02-02ER15306,CALIFORNIA UNIV. OF DAVIS                        ,Davis,CA,95618,"Ng, Cheuk-Yiu",500000,471000,6/1/11,5/31/14,8/11/11,Determination of Accurate Energetic and Spectroscopic Database for Combustion Radicals and Molecules by High Resolution Photoion-Photoelectron Methods,Grant,"Sisk, Wade",Educational
SC-22.13,Renewal,ER15309,DE-FG02-02ER15309,MISSOURI UNIVERSITY OF                           ,Columbia,MO,65211,"Stacey, Gary",540000,360000,6/1/11,5/31/14,9/29/11,Plant Response to LCO/CO Signals,Grant,"Stack, Robert",Educational
SC-22.11,Renewal,ER15315,DE-FG02-02ER15315,CALIFORNIA UNIV. OF DAVIS                        ,Davis,CA,95618,"Miller, Gregory",285000,190000,11/1/11,10/31/14,2/10/12,Electron and Photon Excitation and Dissociation of Molecules,Grant,"Krause, Jeffrey",Educational
SC-22.11,Renewal,ER15316,DE-FG02-02ER15316,HARVARD COLLEGE                                   ,Cambridge,MA,2138,"Doyle, John",420000,280000,6/15/11,6/14/14,6/3/11,Ultracold Molecules:  Physics in the Quantum Regime,Grant,"Krause, Jeffrey",Educational
SC-22.11,Renewal,ER15337,DE-FG02-02ER15337,GEORGIA TECH RESEARCH CORP                        ,Atlanta,GA,30332-0420,"Orlando, Thomas",435000,290000,11/1/11,10/31/14,1/24/12,Low-Energy Electron Interactions with Liquid Interfaces and Biological Targets,Grant,"Krause, Jeffrey",Educational
SC-22.11,Renewal,ER15344,DE-FG02-02ER15344,PRINCETON UNIVERSITY                              ,Princeton,NJ,08544-1003,"Rabitz, Herschel",405000,270000,11/1/11,10/31/14,2/13/12,Control of Molecular Dynamics:  Algorithms for Design Analysis and Implementation,Grant,"Krause, Jeffrey",Educational
SC-22.11,Renewal,ER15346,DE-FG02-02ER15346,COLORADO UNIVERSITY OF                           ,Boulder,CO,80303-1058,"Cundiff, Steven",360000,240000,12/1/11,11/30/14,1/26/12,Optical Two-Dimensional Spectroscopy of Disordered Semiconductor Quantum Wells and Quantum Dots,Grant,"Krause, Jeffrey",Educational
SC-22.13,Renewal,ER15354,DE-FG02-02ER15354,NORTH CAROLINA STATE UNIVERSITY                   ,Raleigh,NC,27695-7514,"Smirnov, Alex",490000,325000,9/15/11,9/14/14,8/9/11,Nanotube-Supported Phospholipid Bilayers,Grant,"Stack, Robert",Educational
SC-22.12,Renewal,ER15362,DE-FG02-02ER15362,TEXAS UNIVERSITY OF                              ,Austin,TX,78712-1500,"Freeman, Benny",465000,310000,1/16/12,1/15/15,2/13/12,Fundamental Structure/Property Studies of Gas Separation Membrane Polymers,Grant,"Rahn, Larry",Educational
SC-22.12,No-Cost Extension,ER15366,DE-FG02-02ER15366,GEORGE WASHINGTON UNIVERSITY                      ,Washington,DC,20052,"Teng, H. Henry",0,0,7/1/09,11/30/13,4/10/12,Interface Induced Carbonate Mineralization: A Fundamental Geochemical Process Relevant to Carbon Sequestration,Grant,"Woodward, Nicholas",Educational
SC-22.13,Renewal,ER15377,DE-FG02-02ER15377,EMORY UNIVERSITY                                  ,Atlanta,GA,30322,"Lynn, David",620000,430000,6/15/11,6/14/14,9/18/11,Engineering Functional Scaffolds by Supramolecular Self-Assembly,Grant,"Stack, Robert",Educational
SC-22.12,Renewal,ER15379,DE-FG02-03ER15379,WRIGHT STATE UNIVERSITY                           ,Dayton,OH,45435-0001,"Higgins, Steven",89368,89368,4/1/12,3/31/13,3/30/12,Geochemical Rate Processes at Mineral-Water Interfaces:  Linking Molecular-Scale Surface Properties to Macroscopic Observables,Grant,"Woodward, Nicholas",Educational
SC-22.12,Renewal,ER15381,DE-FG02-03ER15381,ILLINOIS UNIVERSITY OF CHICAGO                   ,Chicago,IL,60612-7227,"Sturchio, Neil",341036,223934,1/15/12,1/14/15,1/24/12,Mineral-Fluid Interactions: Synchrotron Radiation Studies at the Advanced Photon Source,Grant,"Woodward, Nicholas",Educational
SC-22.12,Renewal,ER15387,DE-FG02-03ER15387,NORTH TEXAS UNIVERSITY OF                        ,Denton,TX,76203-5250,"Cundari, Thomas",324000,216000,5/15/11,5/14/14,9/14/11,Modeling of Late Transition Metal Catalysts for Energy Applications,Grant,"Miranda, Raul",Educational
SC-22.11,Renewal,ER15391,DE-FG02-03ER15391,PURDUE UNIVERSITY                                 ,West Lafayette,IN,47907-2114,"Lucht, Robert",360000,360000,11/1/10,10/31/13,1/14/11,Advanced Nonlinear Optical Methods for Quantitative Measurements in Flames,Grant,"Sisk, Wade",Educational
SC-22.11,Renewal,ER15404,DE-FG02-03ER15404,UTAH UNIVERSITY OF                               ,Salt Lake City,UT,84112-8930,"Armentrout, Peter",0,50307,6/1/12,5/31/13,5/29/12,Thermochemistry and Reactivity of Transition Metal Clusters and Their Oxides,Grant,"Fiechtner, Gregory",Educational
SC-22.13,Renewal,ER15405,DE-FG02-03ER15405,CALIFORNIA UNIV. OF DAVIS                        ,Davis,CA,95618,"Theg, Steven",530000,190000,7/1/12,6/30/15,8/20/12,Energetics and Mechanisms of Protein Transport and Energy Transduction in Chloroplasts,Grant,"McLean, Barbara",Educational
SC-22.11,Renewal,ER15406,DE-FG02-03ER15406,TEXAS UNIVERSITY OF                              ,Austin,TX,78712-1500,"Ditmire, Todd",450000,450000,11/1/10,10/31/13,1/20/11,High Intensity Femtosecond XUV Pulse Interactions with Atomic Clusters,Grant,"Krause, Jeffrey",Educational
SC-22.12,Renewal,ER15408,DE-FG02-03ER15408,PURDUE UNIVERSITY                                 ,West Lafayette,IN,47907-2114,"Ribeiro, Fabio",0,310000,7/1/11,6/30/14,6/8/11,Fundamental Studies of Oxidation Reactions on Model Catalysts,Grant,"Miranda, Raul",Educational
SC-22.12,Renewal,ER15410,DE-FG02-03ER15410,BRIGHAM YOUNG UNIVERSITY                          ,Provo,UT,84602,"Farnsworth, Paul",140000,140000,2/1/13,1/31/14,2/22/13,Ion Production in Ambient Ionization Sources for Mass Spectrometry,Grant,"Rahn, Larry",Educational
SC-22.11,Renewal,ER15411,DE-FG02-03ER15411,HAWAII UNIVERSITY OF                             ,Honolulu,HI,96822-2303,"Kaiser, Ralf",423000,141000,7/15/12,7/14/15,7/20/12,Probing the Reaction Dynamics of Hydrogen-Deficient Hydrocarbon Molecules and Radical Intermediates via Crossed Molecular Beams,Grant,"Sisk, Wade",Educational
SC-22.13,Renewal,ER15415,DE-FG02-03ER15415,GEORGIA UNIVERSITY OF RESEARCH FOUND. INC        ,Athens,GA,30602-5016,"Ye, Zheng-Hua",555000,185000,8/15/12,8/14/15,8/16/12,Secondary Wall Formation in Fiber Cells,Grant,"Stack, Robert",Educational
SC-22.12,Renewal,ER15419,DE-FG02-03ER15419,NEW MEXICO UNIVERSITY OF                         ,Albuquerque,NM,87131-0001,"Paine, Robert",260000,145000,8/1/12,7/31/14,9/18/12,Preorganized and Immobilized Ligands for Metal Ion Separations,Grant,"Wilk, Philip",Educational
SC-22.13,Renewal,ER15421,DE-FG02-03ER15421,MASSACHUSETTS UNIVERSITY OF AMHERST             ,Amherst,MA,1003,"Baskin, Tobias",510000,170000,8/15/12,8/14/15,9/5/12,Cellulose and the Control of Growth Anisotropy,Grant,"Stack, Robert",Educational
SC-22.12,Renewal,ER15423,DE-FG02-03ER15423,STANFORD UNIVERSITY                               ,Stanford,CA,94305,"Nur, Amos",721531,721532,7/1/10,6/30/13,9/2/10,Porous Rock with Fluid: Impact of Heterogeneity and Scale on Relations between Rock Properties,Grant,"Woodward, Nicholas",Educational
SC-22.13,Renewal,ER15449,DE-FG02-03ER15449,CALIFORNIA UNIV. OF SAN DIEGO                    ,La Jolla,CA,92093-0934,"Schroeder, Julian",532399,173874,9/15/12,9/14/15,8/23/12,Molecular and Genetic Basis of Sodium/Potassium Transport and Distribution in Plants,Grant,"Stack, Robert",Educational
SC-22.12,Renewal,ER15454,DE-FG02-03ER15454,STANFORD UNIVERSITY                               ,Stanford,CA,94305,"Borja, Ronaldo",399191,399191,8/1/10,7/31/13,8/24/10,Mechanisms of Pore Collapse in High-Porosity Rocks,Grant,"Woodward, Nicholas",Educational
SC-22.12,Renewal,ER15455,DE-FG02-03ER15455,MINNESOTA  REGENTS OF UNIV. OF                   ,Minneapolis,MN,55455-2070,"Que, Lawrence",525000,350000,9/1/11,8/31/14,9/14/11,Bio-inspired Iron Catalysts for Hydrocarbon Oxidations,Grant,"Maupin, Paul",Educational
SC-22.12,Renewal,ER15456,DE-FG02-03ER15456,RICE UNIVERSITY WILLIAM MARSH                    ,Houston,TX,77005,"Deem, Michael",160000,160000,9/15/12,9/14/13,8/2/12,Towards Rational Nanoscale Control of Catalysis: A Fundamental Study of Zeolite Structure and Nucleation,Grant,"Miranda, Raul",Educational
SC-22.12,No-Cost Extension,ER15458,DE-FG02-03ER15458,NEW YORK CITY U. OF CITY COLL                    ,New York,NY,10031,"Makse, Hernan",0,0,5/1/10,4/30/14,2/5/13,Studies of Elasticity Sound Propagation and Attenuation of Acoustic Modes in Granular Media,Grant,"Woodward, Nicholas",Educational
SC-22.12,Renewal,ER15459,DE-FG02-03ER15459,GEORGIA TECH RESEARCH CORP                        ,Atlanta,GA,30332-0420,"Jones, Christopher",2100000,700000,9/15/12,9/14/15,8/7/12,Immobilized Molecular Cataysts:  Cooperative Catalysis to Cascade Reactions,Grant,"Miranda, Raul",Educational
SC-22.12,Renewal,ER15461,DE-FG02-03ER15461,EMORY UNIVERSITY                                  ,Atlanta,GA,30322,"Musaev, Djamaladdin",100000,100000,9/15/12,9/14/13,8/13/12,Principles of Water Oxidation and O2-Based Hydrocarbon Transofrmation by Multinuclear Catalytic Sites,Grant,"Miranda, Raul",Educational
SC-22.12,Renewal,ER15466,DE-FG02-03ER15466,PURDUE UNIVERSITY                                 ,West Lafayette,IN,47907-2114,"Delgass, W. Nicholas",2100000,700000,9/15/12,9/14/15,8/21/12,Catalyst Design by Discovery Informatics,Grant,"Miranda, Raul",Educational
SC-22.12,Renewal,ER15467,DE-FG02-03ER15467,CALIFORNIA UNIV. OF SANTA BARBARA                ,Santa Barbara,CA,93106-2050,"Scott, Susannah",1650000,550000,9/15/12,9/14/15,9/11/12,Hierarchical Design of Supported Organometallic Catalysis for Hydrocarbon Transformations:  Structures and Dynamics of Active Sites,Grant,"Miranda, Raul",Educational
SC-22.12,Renewal,ER15476,DE-FG02-03ER15476,ILLINOIS UNIV. OF URBANA-CHAMPAIGN               ,Urbana,IL,61801,"Nuzzo, Ralph",1920000,640000,9/15/12,9/14/15,8/4/12,Reactivity & Structural Dynamics of Supported Metal Nanoclusters using Electron Microscopy In-Situ X-Ray Spectroscopy Elec. Struc. Theories & Molecular..,Grant,"Miranda, Raul",Educational
SC-22.12,Renewal,ER15478,DE-FG02-03ER15478,FLORIDA UNIVERSITY OF                            ,Gainesville,FL,32611-5500,"Weaver, Jason",600000,200000,9/1/12,8/31/15,6/4/12,Alkane Activation and Oxidation on Pd and Pd-Pt Oxide Surfaces,Grant,"Miranda, Raul",Educational
SC-22.13,Renewal,ER15484,DE-FG02-03ER15484,FLORIDA UNIVERSITY OF                            ,Gainesville,FL,32611-5500,"Schanze, Kirk",1095000,1130941,3/15/10,3/14/13,5/21/10,Conjugated Polymers and Polyelectrolytes in Solar Photoconversion,Grant,"Spitler, Mark",Educational
SC-22.12,Renewal,ER15508,DE-FG02-04ER15508,NORTH TEXAS UNIVERSITY OF                        ,Denton,TX,76203-5250,"Bagus, Paul",179976,59992,1/1/13,12/31/15,12/28/12,Towards a Predictive Thermodynamic Model of Oxidation States of Uranium Incorporated in Fe (hydr) oxides:The Role of Coordination Environments and Charge Compe,Grant,"Woodward, Nicholas",Educational
SC-22.12,Renewal,ER15510,DE-FG02-04ER15510,GEORGIA TECH RESEARCH CORP                        ,Atlanta,GA,30332-0420,"Koros, William",360000,240000,12/15/11,12/14/14,2/1/12,Precisely tunable high performance carbon molecular sieve membranes for energy intensive separations,Grant,"Rahn, Larry",Educational
SC-22.12,Renewal,ER15513,DE-FG02-04ER15513,CALIFORNIA UNIV. OF DAVIS                        ,Davis,CA,95618,"Gates, Bruce",560000,560000,2/15/10,2/14/13,7/20/10,Single-Site Noble-Metal Catalysts on Crystalline Supports:  Synthesis Structure Characterization and Performance,Grant,"Miranda, Raul",Educational
SC-22.12,Renewal,ER15514,DE-FG02-04ER15514,MISSISSIPPI STATE UNIVERSITY                      ,Mississippi State,MS,39762-6156,"Sygula, Andrzej",420000,280000,2/1/12,1/31/15,2/9/12,Polynuclear Aromatic Hydrocarbons with Curved Surfaces: Buckybowls,Grant,"Miranda, Raul",Educational
SC-22.13,Renewal,ER15517,DE-FG02-04ER15517,SALK INST. FOR BIOL. STUDIES                      ,La Jolla,CA,92037-1099,"Ecker, Joseph",800000,800000,2/15/10,2/14/14,5/24/10,Analysis of Ethylene-Regulated Growth Networks in Arabidopsis,Grant,"McLean, Barbara",Not-For-Profit Business
SC-22.12,Renewal,ER15520,DE-FG02-04ER15520,TEXAS A&M RESEARCH FOUNDATION                     ,College Station,TX,77845,"Russell, David",510000,510000,4/1/10,3/31/13,9/15/10,Development of Ionization Methods and Structural Imaging MS,Grant,"Rahn, Larry",Not-For-Profit Business
SC-22.12,Renewal,ER15522,DE-FG02-04ER15522,NORTHWESTERN UNIVERSITY                           ,Evanston,IL,60208-1110,"Ibers, James",420000,420000,7/1/10,6/30/13,8/26/10,Actinide Transition-Metal Chalcogenides and Pnictides,Grant,"Wilk, Philip",Educational
SC-22.12,Renewal,ER15523,DE-FG02-04ER15523,RICE UNIVERSITY WILLIAM MARSH                    ,Houston,TX,77005,"Scuseria, Gustavo",405000,405000,4/15/10,4/14/13,9/13/10,Accurate Theoretical Approaches for Studying Actinides and Other Heavy Elements in Solid State,Grant,"Wilk, Philip",Educational
SC-22.13,Renewal,ER15526,DE-FG02-04ER15526,PURDUE UNIVERSITY                                 ,West Lafayette,IN,47907-2114,"Staiger, Christopher",510000,510000,5/15/10,5/14/13,6/25/10,Regulation of Actin Filament Ends: The Role of Capping Proteins in Stochastic Dynamics and Organelle Behavior,Grant,"Stack, Robert",Educational
SC-22.13,Renewal,ER15527,DE-FG02-04ER15527,WISCONSIN UNIVERSITY OF MADISON                  ,Madison,WI,53715-1218,"Spalding, Edgar",510000,510000,6/1/10,5/31/13,8/31/10,Amino Acid-Sensing Ion Channels in Plants,Grant,"Stack, Robert",Educational
SC-22.13,Renewal,ER15529,DE-FG02-04ER15529,CALIFORNIA UNIV. OF LOS ANGELES                  ,Los Angeles,CA,90095-1406,"Merchant, Sabeeha",525000,525000,9/1/10,8/31/13,9/1/10,Molecular Genetic Dissection of Chloroplast Iron Homeostasis,Grant,"McLean, Barbara",Educational
SC-22.13,Renewal,ER15533,DE-FC02-04ER15533,NOTRE DAME UNIVERSITY OF                         ,Notre Dame,IN,46556-5602,"Carmichael, Ian",16005076,11480000,11/1/10,10/31/13,3/8/11,Radiation and Photochemistry in the Condensed Phase and at Interfaces,Cooperative Agreement,"Spitler, Mark",Educational
